;
;
;
;
;
;
;
;Symbolname     Code1  Code2 PartNr        Value             Geometry             Description
R                   1  150   ""            "5K6"             K1812                "RESISTOR 5.6K OHM"
R                   1  150   ""            "6K8"             K1812                "RESISTOR 6.8K OHM"
R                   1  150   ""            "8K2"             K1812                "RESISTOR 8.2K OHM"
R                   1  150   ""            "10K"             K1812                "RESISTOR 10K OHM"
R                   1  150   ""            "12K"             K1812                "RESISTOR 12K OHM"
R                   1  150   ""            "15K"             K1812                "RESISTOR 15K OHM"
R                   1  150   ""            "18K"             K1812                "RESISTOR 18K OHM"
R                   1  150   ""            "22K"             K1812                "RESISTOR 22K OHM"
R                   1  150   ""            "27K"             K1812                "RESISTOR 27K OHM"
R                   1  150   ""            "33K"             K1812                "RESISTOR 33K OHM"
R                   1  150   ""            "39K"             K1812                "RESISTOR 39K OHM"
R                   1  150   ""            "47K"             K1812                "RESISTOR 47K OHM"
R                   1  150   ""            "56K"             K1812                "RESISTOR 56K OHM"
R                   1  150   ""            "68K"             K1812                "RESISTOR 68K OHM"
R                   1  150   ""            "82K"             K1812                "RESISTOR 82K OHM"
R                   1  150   ""            "100K"            K1812                "RESISTOR 100K OHM"
R                   1  150   ""            "120K"            K1812                "RESISTOR 120K OHM"
R                   1  150   ""            "150K"            K1812                "RESISTOR 150K OHM"
R                   1  150   ""            "180K"            K1812                "RESISTOR 180K OHM"
R                   1  150   ""            "220K"            K1812                "RESISTOR 220K OHM"
R                   1  150   ""            "270K"            K1812                "RESISTOR 270K OHM"
R                   1  150   ""            "330K"            K1812                "RESISTOR 330K OHM"
R                   1  150   ""            "390K"            K1812                "RESISTOR 390K OHM"
R                   1  150   ""            "470K"            K1812                "RESISTOR 470K OHM"
R                   1  150   ""            "560K"            K1812                "RESISTOR 560K OHM"
R                   1  150   ""            "680K"            K1812                "RESISTOR 680K OHM"
R                   1  150   ""            "820K"            K1812                "RESISTOR 820K OHM"
R                   1  150   ""            "1M0"             K1812                "RESISTOR 1.0M OHM"
R                   1  160   ""            "0R"              K2512                "RESISTOR 0 OHM"
R                   1  160   ""            "0R10"            K2512                "RESISTOR 0.1 OHM"
R                   1  160   ""            "0R12"            K2512                "RESISTOR 0.12 OHM"
R                   1  160   ""            "0R15"            K2512                "RESISTOR 0.15 OHM"
R                   1  160   ""            "0R18"            K2512                "RESISTOR 0.18 OHM"
R                   1  160   ""            "0R22"            K2512                "RESISTOR 0.22 OHM"
R                   1  160   ""            "0R27"            K2512                "RESISTOR 0.27 OHM"
R                   1  160   ""            "0R33"            K2512                "RESISTOR 0.33 OHM"
R                   1  160   ""            "0R39"            K2512                "RESISTOR 0.39 OHM"
R                   1  160   ""            "0R47"            K2512                "RESISTOR 0.47 OHM"
R                   1  160   ""            "0R56"            K2512                "RESISTOR 0.56 OHM"
R                   1  160   ""            "0R68"            K2512                "RESISTOR 0.68 OHM"
R                   1  160   ""            "0R82"            K2512                "RESISTOR 0.82 OHM"
R                   1  160   ""            "1R0"             K2512                "RESISTOR 1.0 OHM"
R                   1  160   ""            "1R2"             K2512                "RESISTOR 1.2 OHM"
R                   1  160   ""            "1R5"             K2512                "RESISTOR 1.5 OHM"
R                   1  160   ""            "1R8"             K2512                "RESISTOR 1.8 OHM"
R                   1  160   ""            "2R2"             K2512                "RESISTOR 2.2 OHM"
R                   1  160   ""            "2R7"             K2512                "RESISTOR 2.7 OHM"
R                   1  160   ""            "3R3"             K2512                "RESISTOR 3.3 OHM"
R                   1  160   ""            "3R9"             K2512                "RESISTOR 3.9 OHM"
R                   1  160   ""            "4R7"             K2512                "RESISTOR 4.7 OHM"
R                   1  160   ""            "5R6"             K2512                "RESISTOR 5.6 OHM"
R                   1  160   ""            "6R8"             K2512                "RESISTOR 6.8 OHM"
R                   1  160   ""            "8R2"             K2512                "RESISTOR 8.2 OHM"
R                   1  160   ""            "10R"             K2512                "RESISTOR 10 OHM"
